#Index,TrialNumber,BlockNumber,QuestionResult,TimeOfHit,StairCaseValue,PositiveAnswersCount,NegativeAnswersCount,ConvertedValue,ConsequtiveCounter,SessionID,TimeStampStartQuestion,TimestampEndQuestion,ResponseTime,QuestionID,Phase,ProbabilityComment,InitialDirection,TimesatmpInitialDirection,Attempt
7,6020202,7,1,QuestionRow,0.0252105,2,6,0.0252105,28,20240212-121914,122422548,122423953,1.405103,88,,Positive Answer not inhibted counter is 1 from 1 reset Staircase was 0.0252105000   Staircase is 0.0360150000,0,,1
7,6020202,7,0,QuestionRow,0.036015,2,7,0.036015,29,20240212-121914,122433037,122433834,0.7968584,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.0360150000   Staircase is 0.0252105000,0,,1
7,6020202,7,1,QuestionRow,0.0252105,3,7,0.0252105,30,20240212-121914,122442974,122444482,1.507573,88,,Positive Answer not inhibted counter is 1 from 1 reset Staircase was 0.0252105000   Staircase is 0.0360150000,0,,1
8,99,0,NoAnswerInTime,QuestionRow,,,,,,20240212-121914,122445304,122450314,-1,50,,"",0,,1
9,38229,0,0,QuestionRow,0.45,0,1,0.45,31,20240212-121914,122458984,122500263,1.278707,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.4500000000   Staircase is 0.3150000000,0,,1
9,38229,0,0,QuestionRow,0.315,0,2,0.315,32,20240212-121914,122509387,122510211,0.823931,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.3150000000   Staircase is 0.2205000000,0,,1
10,38227,0,0,QuestionRow,0.35,0,1,0.35,33,20240212-121914,122519340,122520292,0.9523307,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.3500000000   Staircase is 0.2450000000,0,,1
11,3822,1,0,QuestionRow,0.15,0,1,0.15,34,20240212-121914,122529396,122531390,1.993719,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.1500000000   Staircase is 0.1050000000,0,,1
11,3822,1,1,QuestionRow,0.105,1,1,0.105,35,20240212-121914,122540537,122541521,0.9843931,88,,Positive Answer not inhibted counter is 1 from 1 reset Staircase was 0.1050000000   Staircase is 0.1500000000,0,,1
11,3822,1,0,QuestionRow,0.15,1,2,0.15,36,20240212-121914,122550612,122551419,0.8067546,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.1500000000   Staircase is 0.1050000000,0,,1
11,3822,1,0,QuestionRow,0.105,1,3,0.105,37,20240212-121914,122600555,122601370,0.8150003,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.1050000000   Staircase is 0.0735000000,0,,1
11,3822,1,0,QuestionRow,0.0735,1,4,0.0735,38,20240212-121914,122610530,122611232,0.7025048,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.0735000000   Staircase is 0.0514500000,0,,1
11,3822,1,0,QuestionRow,0.05145,1,5,0.05145,39,20240212-121914,122620389,122621197,0.8078888,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.0514500000   Staircase is 0.0360150000,0,,1
11,3822,1,1,QuestionRow,0.036015,2,5,0.036015,40,20240212-121914,122630352,122631478,1.126183,88,,Positive Answer not inhibted counter is 1 from 1 reset Staircase was 0.0360150000   Staircase is 0.0514500000,0,,1
11,3822,1,0,QuestionRow,0.05145,2,6,0.05145,41,20240212-121914,122640621,122641776,1.154725,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.0514500000   Staircase is 0.0360150000,0,,1
11,3822,1,1,QuestionRow,0.036015,3,6,0.036015,42,20240212-121914,122650897,122652409,1.511531,88,,Positive Answer not inhibted counter is 1 from 1 reset Staircase was 0.0360150000   Staircase is 0.0514500000,0,,1
11,3822,1,0,QuestionRow,0.05145,3,7,0.05145,43,20240212-121914,122701534,122702289,0.7555814,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.0514500000   Staircase is 0.0360150000,0,,1
11,3822,1,1,QuestionRow,0.036015,4,7,0.036015,44,20240212-121914,122711411,122712138,0.7275033,88,,Positive Answer not inhibted counter is 1 from 1 reset Staircase was 0.0360150000   Staircase is 0.0514500000,0,,1
12,99,0,NoAnswerInTime,QuestionRow,,,,,,20240212-121914,122712947,122717951,-1,50,,"",0,,1
13,301029,0,0,QuestionRow,-52.8,0,1,-52.8,45,20240212-121914,122726589,122727884,1.294174,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was -52.8000000000   Staircase is -42.2400000000,0,,1
13,301029,0,0,QuestionRow,-42.24,0,2,-42.24,46,20240212-121914,122737033,122738447,1.413548,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was -42.2400000000   Staircase is -33.7920000000,0,,1
14,301027,0,0,QuestionRow,-33.87,0,1,-33.87,47,20240212-121914,122747601,122748763,1.162636,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was -33.8700000000   Staircase is -27.0960000000,0,,1
15,3010202,4,0,QuestionRow,-25.97,0,1,-25.97,48,20240212-121914,122757891,122758594,0.7030747,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was -25.9700000000   Staircase is -20.7760000000,0,,1
15,3010202,4,0,QuestionRow,-20.776,0,2,-20.776,49,20240212-121914,122807734,122808593,0.8590898,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was -20.7760000000   Staircase is -16.6208000000,0,,1
15,3010202,4,0,QuestionRow,-16.6208,0,3,-16.6208,50,20240212-121914,122817780,122818509,0.7294564,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was -16.6208000000   Staircase is -13.2966400000,0,,1
15,3010202,4,0,QuestionRow,-13.29664,0,4,-13.29664,51,20240212-121914,122827635,122829238,1.602879,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was -13.2966400000   Staircase is -10.6373100000,0,,1
15,3010202,4,NoAnswerInTime,QuestionRow,-10.63731,0,4,-10.63731,52,20240212-121914,122838381,122848385,-1,88,,"",0,,1
15,3010202,4,0,QuestionRow,-10.63731,0,5,-10.63731,53,20240212-121914,122857022,122857883,0.860694,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was -10.6373100000   Staircase is -8.5098490000,0,,1
15,3010202,4,0,QuestionRow,-8.509849,0,6,-8.509849,54,20240212-121914,122907027,122907798,0.7705675,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was -8.5098490000   Staircase is -6.8078790000,0,,1
15,3010202,4,0,QuestionRow,-6.807879,0,7,-6.807879,55,20240212-121914,122916880,122917979,1.098633,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was -6.8078790000   Staircase is -5.4463030000,0,,1
15,3010202,4,1,QuestionRow,-5.446303,1,7,-5.446303,56,20240212-121914,122927076,122928130,1.054711,88,,Positive Answer not inhibted counter is 1 from 1 reset Staircase was -5.4463030000   Staircase is -6.8078780000,0,,1
15,3010202,4,0,QuestionRow,-6.807878,1,8,-6.807878,57,20240212-121914,122937234,122937875,0.6410237,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was -6.8078780000   Staircase is -5.4463020000,0,,1
15,3010202,4,0,QuestionRow,-5.446302,1,9,-5.446302,58,20240212-121914,122946956,122947672,0.7160005,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was -5.4463020000   Staircase is -4.3570420000,0,,1
15,3010202,4,0,QuestionRow,-4.357042,1,10,-4.357042,59,20240212-121914,122956770,122957637,0.8668336,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was -4.3570420000   Staircase is -3.4856340000,0,,1
15,3010202,4,1,QuestionRow,-3.485634,2,10,-3.485634,60,20240212-121914,123006763,123008519,1.755506,88,,Positive Answer not inhibted counter is 1 from 1 reset Staircase was -3.4856340000   Staircase is -4.3570420000,0,,1
15,3010202,4,1,QuestionRow,-4.357042,3,10,-4.357042,61,20240212-121914,123017693,123019599,1.906078,88,,Positive Answer not inhibted counter is 1 from 1 reset Staircase was -4.3570420000   Staircase is -5.4463020000,0,,1
15,3010202,4,0,QuestionRow,-5.446302,3,11,-5.446302,62,20240212-121914,123028733,123029397,0.6648379,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was -5.4463020000   Staircase is -4.3570420000,0,,1
15,3010202,4,0,QuestionRow,-4.357042,3,12,-4.357042,63,20240212-121914,123038469,123039162,0.6931947,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was -4.3570420000   Staircase is -3.4856340000,0,,1
15,3010202,4,0,QuestionRow,-3.485634,3,13,-3.485634,64,20240212-121914,123048243,123049226,0.9831479,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was -3.4856340000   Staircase is -2.7885070000,0,,1
15,3010202,4,0,QuestionRow,-2.788507,3,14,-2.788507,65,20240212-121914,123058335,123059059,0.7240048,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was -2.7885070000   Staircase is -2.2308060000,0,,1
15,3010202,4,1,QuestionRow,-2.230806,4,14,-2.230806,66,20240212-121914,123108165,123109256,1.090744,88,,Positive Answer not inhibted counter is 1 from 1 reset Staircase was -2.2308060000   Staircase is -2.7885080000,0,,1
16,99,0,NoAnswerInTime,QuestionRow,,,,,,20240212-121914,123110068,123115075,-1,50,,"",0,,1
17,302029,0,0,QuestionRow,52.8,0,1,52.8,67,20240212-121914,123123719,123125421,1.701337,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 52.8000000000   Staircase is 42.2400000000,0,,1
17,302029,0,0,QuestionRow,42.24,0,2,42.24,68,20240212-121914,123134539,123136101,1.562228,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 42.2400000000   Staircase is 33.7920000000,0,,1
18,302027,0,0,QuestionRow,33.87,0,1,33.87,69,20240212-121914,123145174,123146167,0.9926643,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 33.8700000000   Staircase is 27.0960000000,0,,1
19,3020202,5,0,QuestionRow,25.97,0,1,25.97,70,20240212-121914,123155247,123156398,1.151773,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 25.9700000000   Staircase is 20.7760000000,0,,1
19,3020202,5,0,QuestionRow,20.776,0,2,20.776,71,20240212-121914,123205574,123206478,0.9041745,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 20.7760000000   Staircase is 16.6208000000,0,,1
19,3020202,5,1,QuestionRow,16.6208,1,2,16.6208,72,20240212-121914,123215607,123216311,0.7042356,88,,Positive Answer not inhibted counter is 1 from 1 reset Staircase was 16.6208000000   Staircase is 20.7760000000,0,,1
19,3020202,5,1,QuestionRow,20.776,2,2,20.776,73,20240212-121914,123225446,123226159,0.7129869,88,,Positive Answer not inhibted counter is 1 from 1 reset Staircase was 20.7760000000   Staircase is 25.9700000000,0,,1
19,3020202,5,0,QuestionRow,25.97,2,3,25.97,74,20240212-121914,123235284,123235908,0.624189,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 25.9700000000   Staircase is 20.7760000000,0,,1
19,3020202,5,0,QuestionRow,20.776,2,4,20.776,75,20240212-121914,123245023,123245838,0.8150436,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 20.7760000000   Staircase is 16.6208000000,0,,1
19,3020202,5,1,QuestionRow,16.6208,3,4,16.6208,76,20240212-121914,123254959,123255970,1.011125,88,,Positive Answer not inhibted counter is 1 from 1 reset Staircase was 16.6208000000   Staircase is 20.7760000000,0,,1
19,3020202,5,1,QuestionRow,20.776,4,4,20.776,77,20240212-121914,123305074,123305851,0.7769967,88,,Positive Answer not inhibted counter is 1 from 1 reset Staircase was 20.7760000000   Staircase is 25.9700000000,0,,1
19,3020202,5,1,QuestionRow,25.97,5,4,25.97,78,20240212-121914,123314977,123316548,1.571157,88,,Positive Answer not inhibted counter is 1 from 1 reset Staircase was 25.9700000000   Staircase is 32.4625000000,0,,1
19,3020202,5,0,QuestionRow,32.4625,5,5,32.4625,79,20240212-121914,123325666,123326496,0.8300039,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 32.4625000000   Staircase is 25.9700000000,0,,1
19,3020202,5,0,QuestionRow,25.97,5,6,25.97,80,20240212-121914,123335555,123336328,0.7730298,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 25.9700000000   Staircase is 20.7760000000,0,,1
19,3020202,5,1,QuestionRow,20.776,6,6,20.776,81,20240212-121914,123345444,123346361,0.9164788,88,,Positive Answer not inhibted counter is 1 from 1 reset Staircase was 20.7760000000   Staircase is 25.9700000000,0,,1
19,3020202,5,0,QuestionRow,25.97,6,7,25.97,82,20240212-121914,123355459,123356113,0.6540037,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 25.9700000000   Staircase is 20.7760000000,0,,1
20,99,0,NoAnswerInTime,QuestionRow,,,,,,20240212-121914,123356954,123401959,-1,50,,"",0,,1
21,121029,0,0,QuestionRow,-0.64,0,1,0.36,83,20240212-121914,123410654,123411854,1.200487,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was -0.6400000000   Staircase is -0.5120000000,0,,1
21,121029,0,0,QuestionRow,-0.512,0,2,0.488,84,20240212-121914,123421001,123422003,1.002207,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was -0.5120000000   Staircase is -0.4096000000,0,,1
22,121027,0,0,QuestionRow,-0.6,0,1,0.4,85,20240212-121914,123431126,123432001,0.8745748,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was -0.6000000000   Staircase is -0.4800000000,0,,1
23,1210202,2,0,QuestionRow,-0.56,0,1,0.44,86,20240212-121914,123441132,123441915,0.7839232,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was -0.5600000000   Staircase is -0.4480000000,0,,1
23,1210202,2,0,QuestionRow,-0.448,0,2,0.552,87,20240212-121914,123451022,123451931,0.9094612,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was -0.4480000000   Staircase is -0.3584000000,0,,1
23,1210202,2,0,QuestionRow,-0.3584,0,3,0.6416,88,20240212-121914,123501047,123501812,0.7655161,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was -0.3584000000   Staircase is -0.2867200000,0,,1
23,1210202,2,0,QuestionRow,-0.28672,0,4,0.71328,89,20240212-121914,123510926,123511776,0.8504075,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was -0.2867200000   Staircase is -0.2293760000,0,,1
23,1210202,2,0,QuestionRow,-0.229376,0,5,0.770624,90,20240212-121914,123520923,123521858,0.9344312,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was -0.2293760000   Staircase is -0.1835008000,0,,1
23,1210202,2,0,QuestionRow,-0.1835008,0,6,0.8164992,91,20240212-121914,123530990,123531840,0.8490461,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was -0.1835008000   Staircase is -0.1468006000,0,,1
23,1210202,2,1,QuestionRow,-0.1468006,1,6,0.8531994,92,20240212-121914,123540952,123541920,0.968802,88,,Positive Answer not inhibted counter is 1 from 1 reset Staircase was -0.1468006000   Staircase is -0.1835008000,0,,1
23,1210202,2,1,QuestionRow,-0.1835008,2,6,0.8164992,93,20240212-121914,123551026,123554203,3.177068,88,,Positive Answer not inhibted counter is 1 from 1 reset Staircase was -0.1835008000   Staircase is -0.2293760000,0,,1
23,1210202,2,0,QuestionRow,-0.229376,2,7,0.770624,94,20240212-121914,123603322,123604184,0.8613027,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was -0.2293760000   Staircase is -0.1835008000,0,,1
23,1210202,2,1,QuestionRow,-0.1835008,3,7,0.8164992,95,20240212-121914,123613295,123614130,0.8353544,88,,Positive Answer not inhibted counter is 1 from 1 reset Staircase was -0.1835008000   Staircase is -0.2293760000,0,,1
23,1210202,2,1,QuestionRow,-0.229376,4,7,0.770624,96,20240212-121914,123623263,123624063,0.7994582,88,,Positive Answer not inhibted counter is 1 from 1 reset Staircase was -0.2293760000   Staircase is -0.2867200000,0,,1
23,1210202,2,0,QuestionRow,-0.28672,4,8,0.71328,97,20240212-121914,123633228,123634127,0.8998759,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was -0.2867200000   Staircase is -0.2293760000,0,,1
23,1210202,2,0,QuestionRow,-0.229376,4,9,0.770624,98,20240212-121914,123643269,123644142,0.8729806,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was -0.2293760000   Staircase is -0.1835008000,0,,1
23,1210202,2,1,QuestionRow,-0.1835008,5,9,0.8164992,99,20240212-121914,123653237,123654124,0.8872774,88,,Positive Answer not inhibted counter is 1 from 1 reset Staircase was -0.1835008000   Staircase is -0.2293760000,0,,1
24,99,0,NoAnswerInTime,QuestionRow,,,,,,20240212-121914,123654951,123659958,-1,50,,"",0,,1
25,122029,0,0,QuestionRow,0.7,0,1,1.7,100,20240212-121914,123708638,123709637,0.998346,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.7000000000   Staircase is 0.5600000000,0,,1
25,122029,0,0,QuestionRow,0.56,0,2,1.56,101,20240212-121914,123718781,123720151,1.369637,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.5600000000   Staircase is 0.4480000000,0,,1
26,122027,0,0,QuestionRow,0.6,0,1,1.6,102,20240212-121914,123729278,123730037,0.7590015,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.6000000000   Staircase is 0.4800000000,0,,1
27,1220202,3,0,QuestionRow,0.4,0,1,1.4,103,20240212-121914,123739159,123742213,3.053685,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.4000000000   Staircase is 0.3200000000,0,,1
27,1220202,3,1,QuestionRow,0.32,1,1,1.32,104,20240212-121914,123751340,123752163,0.822966,88,,Positive Answer not inhibted counter is 1 from 1 reset Staircase was 0.3200000000   Staircase is 0.4000000000,0,,1
27,1220202,3,NoAnswerInTime,QuestionRow,0.4,1,1,1.4,105,20240212-121914,123801300,123811307,-1,88,,"",0,,1
27,1220202,3,1,QuestionRow,0.4,2,1,1.4,106,20240212-121914,123820019,123820941,0.9220713,88,,Positive Answer not inhibted counter is 1 from 1 reset Staircase was 0.4000000000   Staircase is 0.5000000000,0,,1
27,1220202,3,0,QuestionRow,0.5,2,2,1.5,107,20240212-121914,123830084,123831004,0.9198928,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.5000000000   Staircase is 0.4000000000,0,,1
27,1220202,3,0,QuestionRow,0.4,2,3,1.4,108,20240212-121914,123840135,123841702,1.567016,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.4000000000   Staircase is 0.3200000000,0,,1
27,1220202,3,1,QuestionRow,0.32,3,3,1.32,109,20240212-121914,123850824,123852017,1.192991,88,,Positive Answer not inhibted counter is 1 from 1 reset Staircase was 0.3200000000   Staircase is 0.4000000000,0,,1
27,1220202,3,0,QuestionRow,0.4,3,4,1.4,110,20240212-121914,123901162,123902065,0.9025122,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.4000000000   Staircase is 0.3200000000,0,,1
27,1220202,3,1,QuestionRow,0.32,4,4,1.32,111,20240212-121914,123911160,123912045,0.8852288,88,,Positive Answer not inhibted counter is 1 from 1 reset Staircase was 0.3200000000   Staircase is 0.4000000000,0,,1
27,1220202,3,1,QuestionRow,0.4,5,4,1.4,112,20240212-121914,123921142,123921995,0.8529561,88,,Positive Answer not inhibted counter is 1 from 1 reset Staircase was 0.4000000000   Staircase is 0.5000000000,0,,1
27,1220202,3,1,QuestionRow,0.5,6,4,1.5,113,20240212-121914,123931074,123931976,0.9019203,88,,Positive Answer not inhibted counter is 1 from 1 reset Staircase was 0.5000000000   Staircase is 0.6250000000,0,,1
27,1220202,3,1,QuestionRow,0.625,7,4,1.625,114,20240212-121914,123941084,123942045,0.9610821,88,,Positive Answer not inhibted counter is 1 from 1 reset Staircase was 0.6250000000   Staircase is 0.7812500000,0,,1
27,1220202,3,0,QuestionRow,0.78125,7,5,1.78125,115,20240212-121914,123951145,123951990,0.8443366,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.7812500000   Staircase is 0.6250000000,0,,1
27,1220202,3,1,QuestionRow,0.625,8,5,1.625,116,20240212-121914,124001088,124001904,0.8156511,88,,Positive Answer not inhibted counter is 1 from 1 reset Staircase was 0.6250000000   Staircase is 0.7812500000,0,,1
27,1220202,3,NoAnswerInTime,QuestionRow,0.78125,8,5,1.78125,117,20240212-121914,124011080,124021082,-1,88,,"",0,,1
27,1220202,3,NoAnswerInTime,QuestionRow,0.78125,8,5,1.78125,118,20240212-121914,124029782,124039796,-1,88,,"",0,,1
