X.Index,TrialNumber,BlockNumber,QuestionResult,TimeOfHit,StairCaseValue,PositiveAnswersCount,NegativeAnswersCount,ConvertedValue,ConsequtiveCounter,SessionID,TimeStampStartQuestion,TimestampEndQuestion,ResponseTime,QuestionID,Phase,ProbabilityComment,InitialDirection,TimesatmpInitialDirection,Attempt
8,2220201,2,0,NotAVase,-7.216215,0,3,-17.02621,26,20230223-120652,121145995,121146607,0.6122883,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was -7.2162150000   Staircase is -6.1337830000,-1,121146310,1
8,2220201,2,1,NotAVase,-6.133783,1,3,-15.94378,27,20230223-120652,121158630,121203316,4.685751,88,,Positive Answer not inhibted counter is 1 from 1 reset Staircase was -6.1337830000   Staircase is -7.2162150000,-1,121200977,1
8,2220201,2,0,NotAVase,-7.216215,1,4,-17.02621,28,20230223-120652,121212157,121212901,0.7436698,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was -7.2162150000   Staircase is -6.1337830000,-1,121212559,1
8,2220201,2,0,NotAVase,-6.133783,1,5,-15.94378,29,20230223-120652,121222407,121223374,0.9675978,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was -6.1337830000   Staircase is -5.2137160000,-1,121212559,1
8,2220201,2,1,NotAVase,-5.213716,2,5,-15.02372,30,20230223-120652,121232903,121234214,1.310678,88,,Positive Answer not inhibted counter is 1 from 1 reset Staircase was -5.2137160000   Staircase is -6.1337830000,1,121233494,1
8,2220201,2,1,NotAVase,-6.133783,3,5,-15.94378,31,20230223-120652,121243299,121244298,0.9992355,88,,Positive Answer not inhibted counter is 1 from 1 reset Staircase was -6.1337830000   Staircase is -7.2162150000,1,121243979,1
8,2220201,2,0,NotAVase,-7.216215,3,6,-17.02621,32,20230223-120652,121253363,121254002,0.6392897,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was -7.2162150000   Staircase is -6.1337830000,-1,121253715,1
8,2220201,2,1,NotAVase,-6.133783,4,6,-15.94378,33,20230223-120652,121303038,121304022,0.9843951,88,,Positive Answer not inhibted counter is 1 from 1 reset Staircase was -6.1337830000   Staircase is -7.2162150000,1,121303750,1
8,2220201,2,0,NotAVase,-7.216215,4,7,-17.02621,34,20230223-120652,121312869,121313696,0.8272646,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was -7.2162150000   Staircase is -6.1337830000,-1,121313204,1
10,302029,0,0,NotAVase,52,0,1,52,35,20230223-120652,121327654,121328422,0.7682417,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 52.0000000000   Staircase is 33.8000000000,-1,121328074,1
10,302029,0,0,NotAVase,33.8,0,2,33.8,36,20230223-120652,121338594,121339373,0.7785831,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 33.8000000000   Staircase is 21.9700000000,-1,121339066,1
11,302027,0,0,NotAVase,33.8,0,1,33.8,37,20230223-120652,121349458,121350602,1.144179,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 33.8000000000   Staircase is 21.9700000000,-1,121350274,1
12,3020201,3,0,NotAVase,21.97,0,1,21.97,38,20230223-120652,121359133,121359798,0.6656422,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 21.9700000000   Staircase is 14.2805000000,-1,121359597,1
12,3020201,3,0,NotAVase,14.2805,0,2,14.2805,39,20230223-120652,121410023,121410837,0.8137857,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 14.2805000000   Staircase is 9.2823250000,-1,121410557,1
12,3020201,3,0,NotAVase,9.282325,0,3,9.282325,40,20230223-120652,121420263,121421133,0.8700444,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 9.2823250000   Staircase is 6.0335110000,-1,121420820,1
12,3020201,3,1,NotAVase,6.033511,1,3,6.033511,41,20230223-120652,121430315,121432050,1.735285,88,,Positive Answer not inhibted counter is 1 from 1 reset Staircase was 6.0335110000   Staircase is 9.2823250000,1,121431644,1
12,3020201,3,1,NotAVase,9.282325,2,3,9.282325,42,20230223-120652,121440591,121441391,0.7994838,88,,Positive Answer not inhibted counter is 1 from 1 reset Staircase was 9.2823250000   Staircase is 14.2805000000,1,121441113,1
12,3020201,3,0,NotAVase,14.2805,2,4,14.2805,43,20230223-120652,121450528,121451242,0.7136161,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 14.2805000000   Staircase is 9.2823250000,-1,121450940,1
12,3020201,3,0,NotAVase,9.282325,2,5,9.282325,44,20230223-120652,121500438,121501359,0.9203381,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 9.2823250000   Staircase is 6.0335110000,-1,121501072,1
12,3020201,3,1,NotAVase,6.033511,3,5,6.033511,45,20230223-120652,121510177,121511100,0.9229761,88,,Positive Answer not inhibted counter is 1 from 1 reset Staircase was 6.0335110000   Staircase is 9.2823250000,1,121510743,1
12,3020201,3,0,NotAVase,9.282325,3,6,9.282325,46,20230223-120652,121519647,121522461,2.81418,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 9.2823250000   Staircase is 6.0335110000,-1,121521407,1
12,3020201,3,1,NotAVase,6.033511,4,6,6.033511,47,20230223-120652,121531152,121531876,0.7242402,88,,Positive Answer not inhibted counter is 1 from 1 reset Staircase was 6.0335110000   Staircase is 9.2823250000,1,121531569,1
12,3020201,3,1,NotAVase,9.282325,5,6,9.282325,48,20230223-120652,121540275,121541208,0.9333792,88,,Positive Answer not inhibted counter is 1 from 1 reset Staircase was 9.2823250000   Staircase is 14.2805000000,1,121540900,1
12,3020201,3,0,NotAVase,14.2805,5,7,14.2805,49,20230223-120652,121549786,121551169,1.383735,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 14.2805000000   Staircase is 9.2823250000,1,121550290,1
14,601019,0,0,NotAVase,-0.315,0,1,-0.315,50,20230223-120652,121605152,121606241,1.089493,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was -0.3150000000   Staircase is -0.2047500000,-1,121605790,1
14,601019,0,0,NotAVase,-0.20475,0,2,-0.20475,51,20230223-120652,121616494,121617659,1.164902,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was -0.2047500000   Staircase is -0.1330875000,-1,121617071,1
15,601017,0,0,NotAVase,-0.2205,0,1,-0.2205,52,20230223-120652,121626144,121626883,0.7382813,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was -0.2205000000   Staircase is -0.1433250000,-1,121626655,1
16,6010101,4,0,NotAVase,-0.15435,0,1,-0.15435,53,20230223-120652,121635456,121636196,0.7403041,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was -0.1543500000   Staircase is -0.1080450000,-1,121635949,1
16,6010101,4,0,NotAVase,-0.108045,0,2,-0.108045,54,20230223-120652,121644624,121645625,1.000292,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was -0.1080450000   Staircase is -0.0756315000,-1,121645379,1
16,6010101,4,0,NotAVase,-0.0756315,0,3,-0.0756315,55,20230223-120652,121655519,121656564,1.045101,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was -0.0756315000   Staircase is -0.0529420500,-1,121656302,1
16,6010101,4,1,NotAVase,-0.05294205,1,3,-0.05294205,56,20230223-120652,121705224,121706115,0.8909889,88,,Positive Answer not inhibted counter is 1 from 1 reset Staircase was -0.0529420500   Staircase is -0.0756315000,1,121705826,1
16,6010101,4,1,NotAVase,-0.0756315,2,3,-0.0756315,57,20230223-120652,121715003,121715844,0.8414169,88,,Positive Answer not inhibted counter is 1 from 1 reset Staircase was -0.0756315000   Staircase is -0.1080450000,1,121715489,1
16,6010101,4,0,NotAVase,-0.108045,2,4,-0.108045,58,20230223-120652,121725850,121726862,1.01162,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was -0.1080450000   Staircase is -0.0756315000,-1,121726597,1
16,6010101,4,0,NotAVase,-0.0756315,2,5,-0.0756315,59,20230223-120652,121739028,121739745,0.7174546,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was -0.0756315000   Staircase is -0.0529420500,-1,121739455,1
16,6010101,4,1,NotAVase,-0.05294205,3,5,-0.05294205,60,20230223-120652,121753217,121755815,2.598009,88,,Positive Answer not inhibted counter is 1 from 1 reset Staircase was -0.0529420500   Staircase is -0.0756315000,-1,121754264,1
16,6010101,4,1,NotAVase,-0.0756315,4,5,-0.0756315,61,20230223-120652,121804253,121805955,1.701589,88,,Positive Answer not inhibted counter is 1 from 1 reset Staircase was -0.0756315000   Staircase is -0.1080450000,1,121805468,1
16,6010101,4,0,NotAVase,-0.108045,4,6,-0.108045,62,20230223-120652,121814443,121815273,0.829722,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was -0.1080450000   Staircase is -0.0756315000,-1,121815054,1
16,6010101,4,0,NotAVase,-0.0756315,4,7,-0.0756315,63,20230223-120652,121825038,121825679,0.6410676,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was -0.0756315000   Staircase is -0.0529420500,-1,121825379,1
16,6010101,4,1,NotAVase,-0.05294205,5,7,-0.05294205,64,20230223-120652,121834229,121834886,0.6567538,88,,Positive Answer not inhibted counter is 1 from 1 reset Staircase was -0.0529420500   Staircase is -0.0756315000,1,121834554,1
16,6010101,4,1,NotAVase,-0.0756315,6,7,-0.0756315,65,20230223-120652,121843111,121843968,0.8570813,88,,Positive Answer not inhibted counter is 1 from 1 reset Staircase was -0.0756315000   Staircase is -0.1080450000,1,121843616,1
16,6010101,4,0,NotAVase,-0.108045,6,8,-0.108045,66,20230223-120652,121852550,121853357,0.8067358,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was -0.1080450000   Staircase is -0.0756315000,-1,121853072,1
22,602019,0,0,NotAVase,0.10804,0,1,0.10804,81,20230223-120652,123217020,123218455,1.434938,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.1080400000   Staircase is 0.0702260000,-1,123218010,1
22,602019,0,0,NotAVase,0.070226,0,2,0.070226,82,20230223-120652,123228526,123229939,1.412694,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.0702260000   Staircase is 0.0456469000,-1,123229508,1
23,602017,0,0,NotAVase,0.07563143,0,1,0.07563143,83,20230223-120652,123238658,123239635,0.9766608,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.0756314300   Staircase is 0.0491604300,-1,123235081,1
24,6020101,6,0,NotAVase,0.052942,0,1,0.052942,84,20230223-120652,123248238,123249164,0.9258444,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.0529420000   Staircase is 0.0370594000,-1,123248774,1
24,6020101,6,0,NotAVase,0.0370594,0,2,0.0370594,85,20230223-120652,123258205,123259044,0.8394574,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.0370594000   Staircase is 0.0259415800,-1,123258681,1
24,6020101,6,0,NotAVase,0.02594158,0,3,0.02594158,86,20230223-120652,123307715,123308566,0.8517228,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.0259415800   Staircase is 0.0181591100,-1,123258680,1
24,6020101,6,1,NotAVase,0.01815911,1,3,0.01815911,87,20230223-120652,123317226,123317968,0.7423616,88,,Positive Answer not inhibted counter is 1 from 1 reset Staircase was 0.0181591100   Staircase is 0.0259415900,1,123317535,1
24,6020101,6,1,NotAVase,0.02594159,2,3,0.02594159,88,20230223-120652,123326821,123327669,0.8476506,88,,Positive Answer not inhibted counter is 1 from 1 reset Staircase was 0.0259415900   Staircase is 0.0370594200,1,123327277,1
24,6020101,6,0,NotAVase,0.03705942,2,4,0.03705942,89,20230223-120652,123336392,123337310,0.9177348,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.0370594200   Staircase is 0.0259415900,-1,123336853,1
24,6020101,6,0,NotAVase,0.02594159,2,5,0.02594159,90,20230223-120652,123346303,123347315,1.012102,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.0259415900   Staircase is 0.0181591100,-1,123347007,1
24,6020101,6,0,NotAVase,0.01815911,2,6,0.01815911,91,20230223-120652,123355902,123356856,0.9544871,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.0181591100   Staircase is 0.0127113800,-1,123356432,1
24,6020101,6,0,NotAVase,0.01271138,2,7,0.01271138,92,20230223-120652,123406729,123407440,0.7108427,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.0127113800   Staircase is 0.0088979660,-1,123407105,1
24,6020101,6,1,NotAVase,0.008897966,3,7,0.008897966,93,20230223-120652,123415699,123416503,0.8046161,88,,Positive Answer not inhibted counter is 1 from 1 reset Staircase was 0.0088979660   Staircase is 0.0127113800,1,123416224,1
24,6020101,6,1,NotAVase,0.01271138,4,7,0.01271138,94,20230223-120652,123425357,123426110,0.7531399,88,,Positive Answer not inhibted counter is 1 from 1 reset Staircase was 0.0127113800   Staircase is 0.0181591100,1,123425795,1
24,6020101,6,1,NotAVase,0.01815911,5,7,0.01815911,95,20230223-120652,123434756,123435495,0.7388147,88,,Positive Answer not inhibted counter is 1 from 1 reset Staircase was 0.0181591100   Staircase is 0.0259415900,1,123435177,1
24,6020101,6,0,NotAVase,0.02594159,5,8,0.02594159,96,20230223-120652,123443972,123444585,0.6129896,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.0259415900   Staircase is 0.0181591100,-1,123444256,1
24,6020101,6,0,NotAVase,0.01815911,5,9,0.01815911,97,20230223-120652,123452953,123454385,1.43181,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.0181591100   Staircase is 0.0127113800,-1,123454020,1
24,6020101,6,0,NotAVase,0.01271138,5,10,0.01271138,98,20230223-120652,123502584,123503256,0.6711803,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.0127113800   Staircase is 0.0088979660,-1,123503000,1
24,6020101,6,1,NotAVase,0.008897966,6,10,0.008897966,99,20230223-120652,123511422,123512356,0.9340841,88,,Positive Answer not inhibted counter is 1 from 1 reset Staircase was 0.0088979660   Staircase is 0.0127113800,1,123512009,1
24,6020101,6,0,NotAVase,0.01271138,6,11,0.01271138,100,20230223-120652,123520665,123523895,3.229578,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.0127113800   Staircase is 0.0088979660,-1,123521227,1
26,29029,0,0,NotAVase,0.6,0,1,0.6,101,20230223-120652,123539034,123540332,1.298019,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.6000000000   Staircase is 0.3900000000,-1,123539960,1
26,29029,0,0,NotAVase,0.39,0,2,0.39,102,20230223-120652,123549582,123550694,1.11143,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.3900000000   Staircase is 0.2535000000,-1,123550230,1
27,29027,0,0,NotAVase,0.39,0,1,0.39,103,20230223-120652,123559823,123600677,0.8540701,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.3900000000   Staircase is 0.2535000000,-1,123600400,1
28,290201,7,0,NotAVase,0.2535,0,1,0.2535,104,20230223-120652,123609311,123610096,0.7849013,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.2535000000   Staircase is 0.1647750000,-1,123609717,1
28,290201,7,0,NotAVase,0.164775,0,2,0.164775,105,20230223-120652,123619295,123620126,0.8317101,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.1647750000   Staircase is 0.1071037000,-1,123619723,1
28,290201,7,0,NotAVase,0.1071037,0,3,0.1071037,106,20230223-120652,123628961,123630055,1.093706,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.1071037000   Staircase is 0.0696174000,-1,123629694,1
28,290201,7,1,NotAVase,0.0696174,1,3,0.0696174,107,20230223-120652,123640221,123641250,1.028506,88,,Positive Answer not inhibted counter is 1 from 1 reset Staircase was 0.0696174000   Staircase is 0.1071037000,1,123640952,1
28,290201,7,0,NotAVase,0.1071037,1,4,0.1071037,108,20230223-120652,123649943,123650553,0.6098131,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.1071037000   Staircase is 0.0696174000,-1,123650346,1
28,290201,7,0,NotAVase,0.0696174,1,5,0.0696174,109,20230223-120652,123701197,123702385,1.18752,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.0696174000   Staircase is 0.0452513100,-1,123701898,1
28,290201,7,1,NotAVase,0.04525131,2,5,0.04525131,110,20230223-120652,123711610,123712337,0.7261477,88,,Positive Answer not inhibted counter is 1 from 1 reset Staircase was 0.0452513100   Staircase is 0.0696174100,1,123712058,1
28,290201,7,1,NotAVase,0.06961741,3,5,0.06961741,111,20230223-120652,123721532,123722787,1.255816,88,,Positive Answer not inhibted counter is 1 from 1 reset Staircase was 0.0696174100   Staircase is 0.1071037000,1,123722522,1
28,290201,7,0,NotAVase,0.1071037,3,6,0.1071037,112,20230223-120652,123731355,123732217,0.8613127,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.1071037000   Staircase is 0.0696174000,-1,123731913,1
28,290201,7,0,NotAVase,0.0696174,3,7,0.0696174,113,20230223-120652,123741597,123743289,1.692268,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.0696174000   Staircase is 0.0452513100,-1,123742785,1
28,290201,7,1,NotAVase,0.04525131,4,7,0.04525131,114,20230223-120652,123752210,123753040,0.8297865,88,,Positive Answer not inhibted counter is 1 from 1 reset Staircase was 0.0452513100   Staircase is 0.0696174100,1,123752738,1
28,290201,7,1,NotAVase,0.06961741,5,7,0.06961741,115,20230223-120652,123801830,123802569,0.7392567,88,,Positive Answer not inhibted counter is 1 from 1 reset Staircase was 0.0696174100   Staircase is 0.1071037000,1,123802315,1
28,290201,7,0,NotAVase,0.1071037,5,8,0.1071037,116,20230223-120652,123813315,123813985,0.670462,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.1071037000   Staircase is 0.0696174000,-1,123813687,1
29,80,0,NoAnswerInTime,NotAVase,,,,,,20230223-120652,123814838,123819839,-1,80,,"",0,,1
35,122019,0,0,NotAVase,0.512,0,1,1.512,135,20230223-120652,124144878,124145559,0.6804821,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.5120000000   Staircase is 0.4352000000,-1,124145237,1
35,122019,0,0,NotAVase,0.4352,0,2,1.4352,136,20230223-120652,124153353,124154122,0.7693337,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.4352000000   Staircase is 0.3699200000,-1,124153908,1
36,122017,0,0,NotAVase,0.4352,0,1,1.4352,137,20230223-120652,124203282,124204461,1.178551,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.4352000000   Staircase is 0.3699200000,-1,124153908,1
37,1220101,9,0,NotAVase,0.36992,0,1,1.36992,138,20230223-120652,124212828,124213490,0.6621338,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.3699200000   Staircase is 0.3144320000,-1,124213210,1
37,1220101,9,0,NotAVase,0.314432,0,2,1.314432,139,20230223-120652,124223506,124224225,0.7182881,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.3144320000   Staircase is 0.2672672000,-1,124223940,1
37,1220101,9,0,NotAVase,0.2672672,0,3,1.267267,140,20230223-120652,124233059,124233960,0.9009639,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.2672672000   Staircase is 0.2271771000,-1,124233683,1
37,1220101,9,0,NotAVase,0.2271771,0,4,1.227177,141,20230223-120652,124242487,124243200,0.7132281,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.2271771000   Staircase is 0.1931005000,-1,124242861,1
37,1220101,9,1,NotAVase,0.1931005,1,4,1.1931,142,20230223-120652,124252436,124253096,0.6600716,88,,Positive Answer not inhibted counter is 1 from 1 reset Staircase was 0.1931005000   Staircase is 0.2271771000,1,124252761,1
37,1220101,9,1,NotAVase,0.2271771,2,4,1.227177,143,20230223-120652,124301714,124302580,0.8665849,88,,Positive Answer not inhibted counter is 1 from 1 reset Staircase was 0.2271771000   Staircase is 0.2672672000,1,124302291,1
37,1220101,9,0,NotAVase,0.2672672,2,5,1.267267,144,20230223-120652,124311253,124311909,0.655755,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.2672672000   Staircase is 0.2271771000,-1,124311677,1
37,1220101,9,0,NotAVase,0.2271771,2,6,1.227177,145,20230223-120652,124320580,124321694,1.113954,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.2271771000   Staircase is 0.1931005000,-1,124321374,1
37,1220101,9,0,NotAVase,0.1931005,2,7,1.1931,146,20230223-120652,124330513,124331201,0.6876733,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.1931005000   Staircase is 0.1641354000,-1,124330935,1
37,1220101,9,1,NotAVase,0.1641354,3,7,1.164135,147,20230223-120652,124339620,124340753,1.133408,88,,Positive Answer not inhibted counter is 1 from 1 reset Staircase was 0.1641354000   Staircase is 0.1931005000,1,124340511,1
37,1220101,9,0,NotAVase,0.1931005,3,8,1.1931,148,20230223-120652,124350763,124351415,0.6513883,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.1931005000   Staircase is 0.1641354000,-1,124351093,1
37,1220101,9,0,NotAVase,0.1641354,3,9,1.164135,149,20230223-120652,124400238,124400988,0.750227,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.1641354000   Staircase is 0.1395151000,-1,124400741,1
37,1220101,9,1,NotAVase,0.1395151,4,9,1.139515,150,20230223-120652,124409385,124409880,0.4951499,88,,Positive Answer not inhibted counter is 1 from 1 reset Staircase was 0.1395151000   Staircase is 0.1641354000,1,124409604,1
0,1,0,0,NotAVase,,,,,,20230223-125111,125115972,125117395,1.422892,9992,,"",-1,125117389,2
